Date,Day,Month,Year,State,District,Pincode,Age 5 To 17 ,Age Above 17
12/26/2025,Friday,December,2025,Telangana,Mahabubnagar,509320,5,9
12/26/2025,Friday,December,2025,Telangana,Mahabubnagar,509321,3,6
12/26/2025,Friday,December,2025,Telangana,Mahabubnagar,509335,0,1
12/26/2025,Friday,December,2025,Telangana,Mahabubnagar,509412,2,8
12/26/2025,Friday,December,2025,Telangana,Mancherial,504208,1,21
12/26/2025,Friday,December,2025,Telangana,Mancherial,504209,1,7
12/26/2025,Friday,December,2025,Telangana,Mancherial,504219,1,0
12/26/2025,Friday,December,2025,Telangana,Mancherial,504231,1,10
12/26/2025,Friday,December,2025,Telangana,Mancherial,504272,0,6
12/26/2025,Friday,December,2025,Telangana,Mancherial,504301,0,8
12/26/2025,Friday,December,2025,Telangana,Medak,502001,2,2
12/26/2025,Friday,December,2025,Telangana,Medak,502102,2,19
12/26/2025,Friday,December,2025,Telangana,Medak,502103,2,4
12/26/2025,Friday,December,2025,Telangana,Medak,502273,0,4
12/26/2025,Friday,December,2025,Telangana,Medak,502295,1,4
12/26/2025,Friday,December,2025,Telangana,Medak,502302,0,5
12/26/2025,Friday,December,2025,Telangana,Medak,502324,1,0
12/26/2025,Friday,December,2025,Telangana,Medak,502331,0,5
12/26/2025,Friday,December,2025,Telangana,Medak,502335,2,1
12/26/2025,Friday,December,2025,Telangana,Medak,502336,2,7
12/26/2025,Friday,December,2025,Telangana,Medak,502372,1,1
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500010,1,23
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500049,0,3
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500056,0,13
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500068,1,21
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500087,1,22
12/26/2025,Friday,December,2025,Telangana,Medchal-malkajgiri,500100,2,6
12/26/2025,Friday,December,2025,Telangana,Mulugu,506349,0,3
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509203,4,18
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509320,0,11
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509324,8,19
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509349,1,2
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509360,1,9
12/26/2025,Friday,December,2025,Telangana,Nagarkurnool,509406,0,4
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508112,0,2
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508211,3,24
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508238,0,4
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508246,1,3
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508252,0,5
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508253,2,7
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508279,0,1
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508286,0,4
12/26/2025,Friday,December,2025,Telangana,Nalgonda,508373,1,6
12/26/2025,Friday,December,2025,Telangana,Narayanpet,509204,0,3
12/26/2025,Friday,December,2025,Telangana,Narayanpet,509208,11,28
12/26/2025,Friday,December,2025,Telangana,Narayanpet,509351,3,5
12/26/2025,Friday,December,2025,Telangana,Narayanpet,509409,0,2
12/26/2025,Friday,December,2025,Telangana,Nirmal,504101,0,7
12/26/2025,Friday,December,2025,Telangana,Nirmal,504105,0,23
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503003,2,5
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503108,0,2
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503110,2,0
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503111,1,5
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503202,2,6
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503206,0,6
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503207,2,9
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503213,1,13
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503218,0,3
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503219,1,4
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503225,0,4
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503246,0,4
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503306,3,1
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503308,1,5
12/26/2025,Friday,December,2025,Telangana,Nizamabad,503310,2,3
12/26/2025,Friday,December,2025,Telangana,Peddapalli,505174,0,1
12/26/2025,Friday,December,2025,Telangana,Peddapalli,505184,0,8
12/26/2025,Friday,December,2025,Telangana,Peddapalli,505188,0,2
12/26/2025,Friday,December,2025,Telangana,Peddapalli,505514,1,1
12/26/2025,Friday,December,2025,Telangana,Peddapalli,505525,0,22
12/26/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505301,2,19
12/26/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505304,1,4
12/26/2025,Friday,December,2025,Telangana,Rajanna Sircilla,505401,0,1
12/26/2025,Friday,December,2025,Telangana,Rangareddy,501512,0,4
12/26/2025,Friday,December,2025,Telangana,Sangareddy,502032,8,47
12/26/2025,Friday,December,2025,Telangana,Sangareddy,502293,0,1
12/26/2025,Friday,December,2025,Telangana,Sangareddy,502296,1,1
12/26/2025,Friday,December,2025,Telangana,Sangareddy,502300,1,12
12/26/2025,Friday,December,2025,Telangana,Siddipet,502103,5,57
12/26/2025,Friday,December,2025,Telangana,Siddipet,502276,0,4
12/26/2025,Friday,December,2025,Telangana,Siddipet,502278,3,15
12/26/2025,Friday,December,2025,Telangana,Siddipet,502279,0,5
12/26/2025,Friday,December,2025,Telangana,Siddipet,502311,1,0
12/26/2025,Friday,December,2025,Telangana,Siddipet,502312,1,2
12/26/2025,Friday,December,2025,Telangana,Siddipet,506223,1,5
12/26/2025,Friday,December,2025,Telangana,Suryapet,508201,0,8
12/26/2025,Friday,December,2025,Telangana,Suryapet,508204,1,26
12/26/2025,Friday,December,2025,Telangana,Suryapet,508280,1,23
12/26/2025,Friday,December,2025,Telangana,Vikarabad,501142,5,26
12/26/2025,Friday,December,2025,Telangana,Wanaparthy,509131,1,11
12/26/2025,Friday,December,2025,Telangana,Warangal,506002,3,5
12/26/2025,Friday,December,2025,Telangana,Warangal,506003,1,2
12/26/2025,Friday,December,2025,Telangana,Warangal,506007,0,1
12/26/2025,Friday,December,2025,Telangana,Warangal,506112,0,3
12/26/2025,Friday,December,2025,Telangana,Warangal,506151,1,0
12/26/2025,Friday,December,2025,Telangana,Warangal,506167,2,0
12/26/2025,Friday,December,2025,Telangana,Warangal,506168,0,1
12/26/2025,Friday,December,2025,Telangana,Warangal,506201,0,1
12/26/2025,Friday,December,2025,Telangana,Warangal,506221,1,2
12/26/2025,Friday,December,2025,Telangana,Warangal,506224,0,4
12/26/2025,Friday,December,2025,Telangana,Warangal,506252,1,2
12/26/2025,Friday,December,2025,Telangana,Warangal,506302,0,1
12/26/2025,Friday,December,2025,Telangana,Warangal,506303,0,3
12/26/2025,Friday,December,2025,Telangana,Warangal,506313,1,0
12/26/2025,Friday,December,2025,Telangana,Warangal Rural,506132,1,4
12/26/2025,Friday,December,2025,Telangana,Warangal Rural,506310,0,9
12/26/2025,Friday,December,2025,Telangana,Warangal Rural,506330,3,17
12/26/2025,Friday,December,2025,Telangana,Warangal Rural,506342,0,1
12/26/2025,Friday,December,2025,Telangana,Warangal Rural,506365,0,2
12/26/2025,Friday,December,2025,Telangana,Warangal Urban,506142,0,2
12/26/2025,Friday,December,2025,Telangana,Warangal Urban,506371,0,3
12/26/2025,Friday,December,2025,Telangana,Yadadri,508252,5,27
12/26/2025,Friday,December,2025,Telangana,Yadadri,508286,0,7
12/23/2025,Tuesday,December,2025,Telangana,Adilabad,504103,3,2
12/23/2025,Tuesday,December,2025,Telangana,Adilabad,504206,0,2
12/23/2025,Tuesday,December,2025,Telangana,Adilabad,504207,0,2
12/23/2025,Tuesday,December,2025,Telangana,Bhadradri Kothagudem,507116,1,10
12/23/2025,Tuesday,December,2025,Telangana,Bhadradri Kothagudem,507117,5,24
12/23/2025,Tuesday,December,2025,Telangana,Bhadradri Kothagudem,507120,2,5
12/23/2025,Tuesday,December,2025,Telangana,Bhadradri Kothagudem,507122,0,2
12/23/2025,Tuesday,December,2025,Telangana,Bhadradri Kothagudem,507123,7,27
12/23/2025,Tuesday,December,2025,Telangana,Hanumakonda,506142,1,11
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500001,8,39
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500012,4,19
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500042,0,7
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500044,3,23
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500047,0,1
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500050,1,1
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500053,7,87
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500054,6,15
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500055,0,2
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500063,0,1
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500078,0,1
12/23/2025,Tuesday,December,2025,Telangana,Hyderabad,500088,0,1
12/23/2025,Tuesday,December,2025,Telangana,Jagitial,505306,0,2
12/23/2025,Tuesday,December,2025,Telangana,Jagitial,505325,1,12
12/23/2025,Tuesday,December,2025,Telangana,Jagitial,505327,2,17
12/23/2025,Tuesday,December,2025,Telangana,Jagitial,505452,1,2
12/23/2025,Tuesday,December,2025,Telangana,Jagitial,505526,1,3
12/23/2025,Tuesday,December,2025,Telangana,Jangoan,506201,0,3
12/23/2025,Tuesday,December,2025,Telangana,Jangoan,506244,1,2
12/23/2025,Tuesday,December,2025,Telangana,Jangoan,506252,0,2
12/23/2025,Tuesday,December,2025,Telangana,Jangoan,506301,0,7
12/23/2025,Tuesday,December,2025,Telangana,Jangoan,506316,0,4
12/23/2025,Tuesday,December,2025,Telangana,Jogulamba Gadwal,509125,9,39
12/23/2025,Tuesday,December,2025,Telangana,Jogulamba Gadwal,509127,4,16
12/23/2025,Tuesday,December,2025,Telangana,Jogulamba Gadwal,509135,4,7
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500037,3,12
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500039,4,7
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500048,7,41
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500055,2,21
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500058,5,30
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500077,4,21
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500078,1,19
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500083,0,2
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,500092,2,6
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,501106,2,12
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,501301,2,23
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,501503,1,9
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,501509,1,7
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,509325,5,21
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,509340,0,3
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,509408,8,20
12/23/2025,Tuesday,December,2025,Telangana,K.v. Rangareddy,509410,2,15
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503101,2,17
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503122,2,4
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503124,1,5
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503125,1,9
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503302,1,1
12/23/2025,Tuesday,December,2025,Telangana,Kamareddy,503305,2,7
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505102,0,2
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505152,1,9
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505174,1,6
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505184,0,17
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505186,0,4
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505215,0,4
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505302,1,1
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505303,0,5
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505304,0,7
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505305,1,12
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505401,1,3
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505425,2,5
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505451,0,16
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505471,1,2
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505474,2,13
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505476,1,3
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505481,0,9
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505514,1,9
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,505532,2,4
12/23/2025,Tuesday,December,2025,Telangana,Karimnagar,506168,1,0
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507120,1,2
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507160,1,13
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507161,2,8
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507167,2,17
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507182,1,12
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507210,0,2
12/23/2025,Tuesday,December,2025,Telangana,Khammam,507305,1,5
12/23/2025,Tuesday,December,2025,Telangana,Mahabubabad,506132,0,1
12/23/2025,Tuesday,December,2025,Telangana,Mahabubabad,506135,3,7
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509104,5,10
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509125,7,10
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509127,0,6
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509128,2,6
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509201,1,7
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509324,4,17
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509327,0,5
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509334,2,8
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509336,4,6
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509340,1,14
12/23/2025,Tuesday,December,2025,Telangana,Mahabubnagar,509360,0,1
12/23/2025,Tuesday,December,2025,Telangana,Mancherial,504208,0,26
12/23/2025,Tuesday,December,2025,Telangana,Mancherial,504215,3,26
12/23/2025,Tuesday,December,2025,Telangana,Mancherial,504302,2,7
12/23/2025,Tuesday,December,2025,Telangana,Medak,502103,1,6
12/23/2025,Tuesday,December,2025,Telangana,Medak,502115,0,11
12/23/2025,Tuesday,December,2025,Telangana,Medak,502228,1,2
12/23/2025,Tuesday,December,2025,Telangana,Medak,502247,2,8
12/23/2025,Tuesday,December,2025,Telangana,Medak,502249,0,3
12/23/2025,Tuesday,December,2025,Telangana,Medak,502251,0,1
12/23/2025,Tuesday,December,2025,Telangana,Medak,502293,0,4
12/23/2025,Tuesday,December,2025,Telangana,Medak,502305,2,2
12/23/2025,Tuesday,December,2025,Telangana,Medak,502311,1,3
12/23/2025,Tuesday,December,2025,Telangana,Medak,502316,1,8
12/23/2025,Tuesday,December,2025,Telangana,Medak,502319,0,11
12/23/2025,Tuesday,December,2025,Telangana,Medak,502345,1,9
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500049,0,5
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500051,0,8
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500062,8,44
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500067,2,9
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500083,3,18
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500098,2,19
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500101,0,2
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,500103,0,2
12/23/2025,Tuesday,December,2025,Telangana,Medchal-malkajgiri,501301,3,17
12/23/2025,Tuesday,December,2025,Telangana,Mulugu,506165,4,16
12/23/2025,Tuesday,December,2025,Telangana,Mulugu,506343,0,10
12/23/2025,Tuesday,December,2025,Telangana,Mulugu,506349,0,4
12/23/2025,Tuesday,December,2025,Telangana,Nagarkurnool,509206,1,2
12/23/2025,Tuesday,December,2025,Telangana,Nagarkurnool,509209,1,6
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508001,8,46
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508101,1,1
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508201,2,3
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508205,0,8
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508234,0,1
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508250,3,12
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508253,0,5
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508266,2,19
12/23/2025,Tuesday,December,2025,Telangana,Nalgonda,508377,1,10
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509130,1,4
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509204,0,5
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509205,0,12
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509208,2,27
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509351,0,5
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509407,0,9
12/23/2025,Tuesday,December,2025,Telangana,Narayanpet,509411,1,23
12/23/2025,Tuesday,December,2025,Telangana,Nirmal,504103,14,58
12/23/2025,Tuesday,December,2025,Telangana,Nirmal,504104,0,12
12/23/2025,Tuesday,December,2025,Telangana,Nirmal,504109,1,12
12/23/2025,Tuesday,December,2025,Telangana,Nirmal,504203,1,14
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503102,0,2
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503108,0,7
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503122,1,2
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503144,1,2
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503180,2,2
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503246,1,12
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503309,5,3
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503311,0,6
12/23/2025,Tuesday,December,2025,Telangana,Nizamabad,503321,0,2
12/23/2025,Tuesday,December,2025,Telangana,Peddapalli,505153,0,2
12/23/2025,Tuesday,December,2025,Telangana,Peddapalli,505186,0,5
12/23/2025,Tuesday,December,2025,Telangana,Peddapalli,505212,1,12
12/23/2025,Tuesday,December,2025,Telangana,Peddapalli,505525,2,22
12/23/2025,Tuesday,December,2025,Telangana,Rajanna Sircilla,505301,1,13
12/23/2025,Tuesday,December,2025,Telangana,Rajanna Sircilla,505302,2,15
12/23/2025,Tuesday,December,2025,Telangana,Rajanna Sircilla,505307,0,7
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502032,10,62
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502210,1,4
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502285,0,2
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502286,3,7
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502287,0,8
12/23/2025,Tuesday,December,2025,Telangana,Sangareddy,502319,5,21
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,502108,2,22
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,502279,0,7
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,502312,1,2
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,502375,1,4
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,505528,1,3
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,505530,0,9
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,506223,3,2
12/23/2025,Tuesday,December,2025,Telangana,Siddipet,506355,0,2
12/23/2025,Tuesday,December,2025,Telangana,Suryapet,508204,4,40
12/23/2025,Tuesday,December,2025,Telangana,Suryapet,508212,2,18
12/23/2025,Tuesday,December,2025,Telangana,Suryapet,508218,2,10
12/23/2025,Tuesday,December,2025,Telangana,Suryapet,508233,1,7
12/23/2025,Tuesday,December,2025,Telangana,Vikarabad,501142,5,12
12/23/2025,Tuesday,December,2025,Telangana,Vikarabad,509338,6,18
12/23/2025,Tuesday,December,2025,Telangana,Vikarabad,509350,2,8
12/23/2025,Tuesday,December,2025,Telangana,Wanaparthy,509130,4,14
12/23/2025,Tuesday,December,2025,Telangana,Wanaparthy,509206,4,18
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506004,0,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506015,0,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506134,1,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506135,1,5
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506143,0,1
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506144,1,2
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506168,1,0
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506172,2,4
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506302,0,4
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506342,1,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506349,1,7
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506352,1,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506368,0,16
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506369,0,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal,506381,0,4
12/23/2025,Tuesday,December,2025,Telangana,Warangal Rural,506310,0,17
12/23/2025,Tuesday,December,2025,Telangana,Warangal Urban,505102,0,1
12/23/2025,Tuesday,December,2025,Telangana,Warangal Urban,506005,2,11
12/23/2025,Tuesday,December,2025,Telangana,Warangal Urban,506013,1,3
12/23/2025,Tuesday,December,2025,Telangana,Warangal Urban,506142,1,1
12/23/2025,Tuesday,December,2025,Telangana,Yadadri,508223,0,2
12/23/2025,Tuesday,December,2025,Telangana,Yadadri,508284,2,7
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504102,1,4
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504202,0,1
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504207,0,1
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504251,0,5
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504295,1,1
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504296,0,3
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504301,0,1
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504304,0,11
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504307,0,29
12/25/2025,Thursday,December,2025,Telangana,Adilabad,504309,5,15
12/25/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507116,2,10
12/25/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507120,1,8
12/25/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507133,0,6
12/25/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507154,0,2
12/25/2025,Thursday,December,2025,Telangana,Bhadradri Kothagudem,507303,1,6
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,505497,0,1
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506003,1,18
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506015,1,4
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506142,0,18
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506143,0,2
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506319,0,9
12/25/2025,Thursday,December,2025,Telangana,Hanumakonda,506342,0,9
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500007,1,9
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500015,4,24
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500017,2,27
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500018,10,61
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500025,0,4
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500028,9,59
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500029,4,32
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500031,0,3
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500033,2,11
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500042,1,4
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500053,15,86
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500059,4,69
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500080,1,14
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500081,1,1
12/25/2025,Thursday,December,2025,Telangana,Hyderabad,500096,1,3
12/25/2025,Thursday,December,2025,Telangana,Jagitial,505425,1,17
12/25/2025,Thursday,December,2025,Telangana,Jagitial,505460,1,11
12/25/2025,Thursday,December,2025,Telangana,Jayashankar Bhupalpally,506345,4,21
12/25/2025,Thursday,December,2025,Telangana,Jogulamba Gadwal,509127,9,22
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500005,19,68
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500014,0,4
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500018,2,12
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500032,2,21
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500037,3,5
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500102,0,1
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,500107,0,1
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,501158,1,3
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,509217,5,6
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,509327,1,7
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,509337,1,2
12/25/2025,Thursday,December,2025,Telangana,K.v. Rangareddy,509358,0,9
12/25/2025,Thursday,December,2025,Telangana,Kamareddy,503122,1,2
12/25/2025,Thursday,December,2025,Telangana,Kamareddy,503187,6,16
12/25/2025,Thursday,December,2025,Telangana,Kamareddy,503305,6,22
12/25/2025,Thursday,December,2025,Telangana,Karimnagar,505152,1,1
12/25/2025,Thursday,December,2025,Telangana,Karimnagar,505174,3,6
12/25/2025,Thursday,December,2025,Telangana,Karimnagar,505185,0,1
12/25/2025,Thursday,December,2025,Telangana,Karimnagar,505186,1,2
12/25/2025,Thursday,December,2025,Telangana,Karimnagar,505187,0,5
